DATETIME,L_T1,L_T2,L_T3,L_T4,L_T5,L_T6,L_T7,F_PU1,S_PU1,F_PU2,S_PU2,F_PU3,S_PU3,F_PU4,S_PU4,F_PU5,S_PU5,F_PU6,S_PU6,F_PU7,S_PU7,F_PU8,S_PU8,F_PU9,S_PU9,F_PU10,S_PU10,F_PU11,S_PU11,F_V2,S_V2,P_J280,P_J269,P_J300,P_J256,P_J289,P_J415,P_J302,P_J306,P_J307,P_J317,P_J14,P_J422,ATT_FLAG
21/08/16 23,0.75,1.86,3.42,2.13,2.07,5.5,3.73,98.79,1,98.8,1,0,0,35.4,1,0,0,0,0,49.74,1,34.63,1,0,0,29.75,1,0,0,84.42,1,2.97,33.62,26.26,87.67,26.33,84.18,19.24,81.85,19.14,69.94,29.23,28.33,0
22/08/16 00,0.64,1.85,3.87,2.31,2.56,5.5,3.98,99.25,1,99.27,1,0,0,35.03,1,0,0,0,0,49.15,1,34.53,1,0,0,29.59,1,0,0,82.37,1,2.97,33.37,26.26,88.31,26.32,85.31,19.03,81.79,18.92,70.22,29.21,28.31,0
22/08/16 01,0.52,1.83,4.32,2.71,3,5.5,4.24,98.45,1,98.47,1,0,0,33.67,1,0,0,0,0,49.52,1,34.13,1,0,0,28.96,1,0,0,85.28,1,2.97,33.8,26.26,90.6,26.32,84.59,19.6,83.05,19.5,72.76,29.21,28.31,0
22/08/16 02,0.49,1.86,4.84,2.88,3.58,5.44,4.5,97.77,1,97.79,1,0,0,33.14,1,0,0,0,0,48.59,1,35.7,1,0,0,0,0,0,0,88.1,1,2.97,34.17,26.34,91.52,26.4,86.43,25.25,85.93,25.25,59.73,29.29,28.39,0
22/08/16 03,0.63,1.98,5.26,3.4,3.95,5.14,3.19,96.29,1,96.31,1,0,0,0,0,0,0,0,0,48.5,1,0,0,0,0,0,0,0,0,87.84,1,2.98,34.97,27.96,75.85,27.92,88.12,29.27,64.57,29.27,59.74,30.52,29.62,0
22/08/16 04,0.89,2.38,5.02,4.07,3.48,5.03,2.71,96.73,1,96.75,1,0,0,0,0,0,0,0,0,47.34,1,0,0,0,0,31.26,1,0,0,83.01,1,2.98,34.73,28.18,75.32,28.14,90.47,26.48,64.46,26.37,72.19,30.71,29.81,0
22/08/16 05,1.09,2.94,4.76,4.14,3.1,5.45,3.82,95.11,1,95.12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.52,1,0,0,68.64,1,2.98,35.6,31.18,75.65,31.18,66.26,27.28,63.92,27.16,72.1,33.47,32.57,0
22/08/16 06,1.38,3.67,4.53,2.94,2.67,5.45,4.59,94.79,1,94.81,1,0,0,0,0,0,0,0,0,49.98,1,0,0,0,0,0,0,0,0,85.24,1,2.98,35.77,29.43,75.28,29.39,86.85,30.28,62.64,30.28,58.13,31.99,31.09,0
22/08/16 07,1.7,4.05,4.3,3.41,2.08,5.09,2.89,96.89,1,96.91,1,0,0,0,0,0,0,0,0,50.02,1,0,0,0,0,0,0,0,0,76.21,1,2.98,34.64,29.41,72.82,29.36,86.67,29.69,62.13,29.69,57.41,31.91,31.01,0
22/08/16 08,1.79,4.3,3.95,3.77,1.5,5.2,2.86,97.12,1,97.14,1,0,0,0,0,0,0,0,0,50.77,1,35.13,1,0,0,30.7,1,0,0,72.18,1,2.97,34.52,29.48,70.96,29.44,85.25,20.1,81.86,19.99,67.7,31.97,31.07,0
22/08/16 09,1.73,4.52,3.55,3.7,2.01,5.4,3.01,97.98,1,98,1,0,0,0,0,0,0,0,0,50.6,1,35.15,1,0,0,30.64,1,0,0,67.57,1,2.97,34.06,29.57,68.84,29.53,85.69,19.67,81.38,19.56,67.49,32.04,31.14,0
22/08/16 10,1.62,4.69,3.08,3.77,2.41,5.5,3.11,97.74,1,97.76,1,0,0,0,0,0,0,0,0,50.2,1,34.98,1,0,0,30.19,1,0,0,66.86,1,2.97,34.18,29.74,70.87,29.7,86.65,19.89,81.9,19.78,69.16,32.2,31.3,0
22/08/16 11,1.53,4.6,3.39,4.05,2.84,5.5,3.29,97.14,1,97.16,1,0,0,36.56,1,0,0,0,0,49.56,1,34.82,1,0,0,30.45,1,0,0,73.05,1,2.97,34.51,28.83,88.18,28.9,87.1,20.09,82.37,19.98,68.53,31.76,30.86,0
22/08/16 12,1.5,4.47,3.84,4.42,3.29,5.5,3.28,97.81,1,97.83,1,0,0,36.33,1,0,0,0,0,50.33,1,35.21,1,0,0,30.19,1,0,0,71.69,1,2.97,34.15,28.65,88.41,28.72,85.4,19.76,81.37,19.65,69.02,31.57,30.67,0
22/08/16 13,1.42,4.31,4.29,4.27,3.52,5.5,3.4,98.33,1,98.35,1,0,0,34.66,1,0,0,0,0,49.83,1,34.51,1,0,0,29.99,1,0,0,70.38,1,2.97,33.87,28.54,91.23,28.61,86.28,19.7,82.51,19.59,69.61,31.43,30.53,0
22/08/16 14,1.3,4.16,4.82,4.43,3.93,5.5,3.62,98.17,1,98.19,1,0,0,35.1,1,0,0,0,0,49.12,1,34.62,1,0,0,29.2,1,0,0,71.67,1,2.97,33.95,28.43,90.36,28.5,87.52,19.89,82.5,19.79,72.3,31.32,30.42,0
22/08/16 15,1.35,4.42,5.29,3.46,3.45,5.5,4.43,96.4,1,96.42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.36,1,0,0,57.24,1,2.98,34.91,31.74,73.73,31.74,62.23,26.87,63.31,26.75,72.25,33.97,33.07,0
22/08/16 16,1.51,4.83,4.94,2.77,2.84,5.48,4.7,96.61,1,96.62,1,0,0,0,0,0,0,0,0,50.51,1,0,0,0,0,0,0,0,0,72.15,1,2.98,34.8,30.02,73.28,29.98,86.32,29.71,62.29,29.71,57,32.51,31.61,0
22/08/16 17,1.73,5.06,4.59,3.14,2.16,5.07,2.76,96.23,1,96.25,1,0,0,0,0,0,0,0,0,50.79,1,0,0,0,0,0,0,0,0,72.58,1,2.98,35,30.26,73.15,30.21,85.99,29.97,61.48,29.97,56.65,32.75,31.85,0
22/08/16 18,1.86,5.26,4.24,3.36,1.46,5.16,2.62,97.03,1,97.05,1,0,0,0,0,0,0,0,0,50.95,1,35.34,1,0,0,30.72,1,0,0,66.12,1,2.98,34.57,30.27,72.23,30.22,85.68,20.1,81.5,19.99,67.64,32.73,31.83,0
22/08/16 19,1.82,5.41,3.88,3.46,1.91,5.35,2.81,97.24,1,97.25,1,0,0,0,0,0,0,0,0,50.98,1,35.65,1,0,0,30.8,1,0,0,64.08,1,2.97,34.46,30.37,72.11,30.33,85.73,19.88,80.71,19.76,67.15,32.82,31.92,0
22/08/16 20,1.83,5.38,3.52,3.55,2.19,5.49,2.76,94.31,1,94.33,1,0,0,0,0,0,0,0,0,50.7,1,35.59,1,0,0,30.95,1,0,0,0,0,2.98,36.02,28.34,69.38,28.3,84.27,20.8,81.75,20.69,67.57,38.76,29.72,0
22/08/16 21,2.04,4.84,3.08,3.23,2.57,5.5,3.02,94.2,1,94.22,1,0,0,0,0,0,0,0,0,49.93,1,35.67,1,0,0,30.82,1,0,0,0,0,2.98,36.08,27.86,67.44,27.82,85.3,20.96,81.76,20.85,68.16,38.89,29.24,0
22/08/16 22,2.24,4.01,3.32,3.36,2.9,5.5,2.95,94.52,1,94.54,1,0,0,35.14,1,0,0,0,0,48.79,1,35.6,1,0,0,30.99,1,0,0,0,0,2.98,35.91,23.71,85.58,23.78,83.43,20.87,81.8,20.75,67.49,38.77,25.49,0
22/08/16 23,2.41,3.12,3.7,3.15,3.2,5.5,2.73,94.07,1,94.09,1,0,0,34.19,1,0,0,0,0,48.46,1,35.47,1,0,0,30.77,1,0,0,0,0,2.98,36.15,22.98,86.45,23.04,83.31,21.25,82.4,21.14,68.62,39.07,24.74,0
23/08/16 00,2.59,2.24,4.1,3.02,3.55,5.5,2.83,94.03,1,94.05,1,0,0,33.03,1,0,0,0,0,48.19,1,34.9,1,0,0,31.06,1,0,0,0,0,2.98,36.17,22.27,87.63,22.33,83.1,21.42,83.57,21.31,67.82,39.16,24.01,0
23/08/16 01,2.78,1.39,4.53,2.91,3.94,5.5,2.72,91.27,1,91.29,1,0,0,31.86,1,0,0,0,0,46.37,1,0,0,0,0,31.7,1,0,0,0,0,2.98,37.63,21.74,88.95,21.8,85.82,29.86,63.18,29.74,74.04,41.15,23.45,0
23/08/16 02,3.17,0.56,5,3.49,3.23,5.5,3.6,89.33,1,89.35,1,0,0,30.91,1,0,0,0,0,46.07,1,0,0,0,0,31.77,1,0,0,0,0,2.98,38.65,21.06,89.69,21.1,85.65,30.95,63.41,30.83,74.9,42.41,22.74,0
23/08/16 03,3.28,0.65,5.32,4.05,2.67,5.5,4.44,94.9,1,94.92,1,0,0,0,0,0,0,0,0,47.85,1,0,0,0,0,30.28,1,0,0,100.64,1,2.98,35.71,27.47,75.88,27.43,88.82,28.62,63.34,28.51,77.6,30.12,29.22,0
23/08/16 04,3.46,1.3,5.07,4.37,2.22,5.32,3.99,93.25,1,93.27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.95,1,2.98,36.59,31.11,76.51,31.11,70.51,31.98,63.03,31.98,59.78,33.48,32.58,0
23/08/16 05,3.73,2.19,4.88,3.8,1.79,5.04,2.81,92.53,1,92.55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.37,1,2.98,36.97,31.84,75.53,31.84,66.26,32.41,62.65,32.41,58.99,34.2,33.3,0
23/08/16 06,3.9,2.94,4.64,3.16,1.72,5.06,2.69,94.02,1,94.03,1,0,0,0,0,0,0,0,0,49.05,1,35.52,1,0,0,30.38,1,0,0,92.9,1,2.98,36.18,29.17,74.51,29.13,88.29,22.56,83.63,22.46,71.22,31.77,30.87,0
23/08/16 07,3.86,3.39,4.36,3.85,2.35,5.45,3.69,95.5,1,95.52,1,0,0,0,0,0,0,0,0,49.28,1,34.96,1,0,0,30.45,1,0,0,86.49,1,2.98,35.39,29.26,74.99,29.22,87.95,21.96,84,21.85,70.4,31.82,30.92,0
23/08/16 08,3.72,3.78,4.12,4.39,3.01,5.5,4.64,95.61,1,95.63,1,0,0,0,0,0,0,0,0,49.96,1,35.85,1,0,0,29.6,1,0,0,84.03,1,2.98,35.33,29.48,72.32,29.44,86.85,21.84,82.32,21.73,73,32.03,31.13,0
23/08/16 09,3.71,4.32,3.76,3.78,3.38,5.25,3.64,95.33,1,95.35,1,0,0,0,0,0,0,0,0,0,0,37.46,1,0,0,0,0,0,0,65.02,1,2.98,35.48,32.25,68.07,32.25,61.43,27.71,85.21,27.71,56.16,34.51,33.61,0
23/08/16 10,3.64,4.8,3.26,3.04,3.8,5.07,2.53,96.14,1,96.16,1,0,0,0,0,0,0,0,0,50.57,1,35.34,1,0,0,31.04,1,0,0,76.48,1,2.98,35.05,30.14,68.51,30.1,86.32,21.27,82.65,21.16,67.73,32.65,31.75,0
23/08/16 11,3.51,4.93,3.14,3.36,3.83,5.28,2.75,95.2,1,95.21,1,0,0,35.65,1,0,0,0,0,50.37,1,0,0,0,0,32.75,1,0,0,83.93,1,2.98,35.55,29.31,90.28,29.38,85.99,28.31,63.92,28.18,68.78,32.3,31.4,0
23/08/16 12,3.55,4.91,3.67,3.58,3.26,5.5,3.02,95.2,1,95.22,1,0,0,37.8,1,0,0,0,0,50.44,1,0,0,0,0,31.73,1,0,0,84.27,1,2.98,35.55,29.25,86.33,29.33,85.79,28.48,64.16,28.36,72.58,32.27,31.37,0
23/08/16 13,3.59,4.88,4.05,3.72,2.85,5.5,3.65,95.51,1,95.53,1,0,0,37.48,1,0,0,0,0,50.61,1,0,0,0,0,32.28,1,0,0,83.63,1,2.98,35.38,29.21,86.88,29.28,85.41,28.33,62.82,28.21,70.49,32.22,31.32,0
23/08/16 14,3.59,4.83,4.44,3.72,2.26,5.5,3.8,95.47,1,95.49,1,0,0,35.79,1,0,0,0,0,50.29,1,0,0,0,0,32.16,1,0,0,83.97,1,2.98,35.4,29.21,89.94,29.28,86.06,28.36,61.65,28.24,70.96,32.19,31.29,0
23/08/16 15,3.59,4.81,4.92,3.9,1.57,5.5,4.01,95.07,1,95.09,1,0,0,35.71,1,0,0,0,0,50.07,1,0,0,0,0,31.62,1,0,0,85.53,1,2.98,35.62,29.2,90.07,29.27,86.47,28.56,61.01,28.44,73.03,32.19,31.29,0
23/08/16 16,3.5,4.79,5.39,4.14,1.93,5.5,4.45,95.81,1,95.83,1,0,0,0,0,0,0,0,0,50.58,1,35.73,1,0,0,29.65,1,0,0,77.35,1,2.98,35.22,30.17,73.92,30.12,86.32,21.65,82.35,21.55,72.67,32.68,31.78,0
23/08/16 17,3.41,5.07,5.05,4.25,2.41,5.42,4.49,95.16,1,95.17,1,0,0,0,0,0,0,0,0,50.13,1,37.77,1,0,0,0,0,0,0,77.89,1,2.98,35.57,30.49,73.12,30.45,87.53,27.56,84.48,27.56,57.95,33.01,32.11,0
23/08/16 18,3.47,5.45,4.69,4.19,2.86,5.04,2.78,94.45,1,94.47,1,0,0,0,0,0,0,0,0,0,0,37.57,1,0,0,0,0,0,0,61.01,1,2.98,35.95,33.06,73.26,33.06,64.36,27.88,85.17,27.88,54.99,35.3,34.4,0
23/08/16 19,3.72,5.42,4.34,3.04,3.32,5.05,2.29,93.27,1,93.28,1,0,0,0,0,0,0,0,0,50.44,1,35.47,1,0,0,31.58,1,0,0,0,0,2.98,36.58,28.4,72.35,28.36,84.84,22.01,83.17,21.89,66.64,39.92,29.78,0
23/08/16 20,3.86,4.88,3.98,3.09,3.74,5.15,2.12,92.19,1,92.2,1,0,0,0,0,0,0,0,0,49.94,1,35.75,1,0,0,31.35,1,0,0,0,0,2.98,37.15,27.9,69.39,27.86,85.31,22.58,83.24,22.46,68,40.54,29.27,0
23/08/16 21,4.09,4.35,3.52,3.28,3.78,5.38,2.48,91.11,1,91.13,1,0,0,0,0,0,0,0,0,50.08,1,0,0,0,0,33.35,1,0,0,0,0,2.98,37.72,27.36,68.47,27.32,84.51,30.24,62.07,30.11,68.48,41.55,28.74,0
23/08/16 22,4.4,3.82,3.04,3.23,2.94,5.5,2.73,90.9,1,90.92,1,0,0,0,0,0,0,0,0,49.74,1,0,0,0,0,33.09,1,0,0,0,0,2.98,37.83,26.85,69.47,26.81,84.67,30.52,60.5,30.39,69.74,41.75,28.23,0
23/08/16 23,4.55,3.03,3.25,3.24,2,5.5,2.82,112.49,1,0,0,0,0,34.71,1,0,0,0,0,48.28,1,0,0,0,0,32.55,1,0,0,0,0,2.99,26.05,22.85,85.44,22.91,83.52,29.23,60.04,29.1,70.42,38.69,24.61,0
24/08/16 00,4.48,2.15,3.63,3.18,1.63,5.5,3.01,112.8,1,0,0,0,0,33.83,1,0,0,0,0,48.04,1,36.23,1,0,0,30.11,1,0,0,0,0,2.99,25.87,22.1,86.17,22.16,83.2,22.4,82.2,22.29,71.95,38.41,23.85,0
24/08/16 01,4.36,1.29,4.03,3.07,2.06,5.5,3.68,112.76,1,0,0,0,0,32.14,1,0,0,0,0,47.04,1,35.92,1,0,0,29.77,1,0,0,0,0,2.99,25.9,21.54,88.3,21.59,84.44,22.55,82.9,22.44,73.18,38.39,23.25,0
24/08/16 02,4.22,0.51,4.49,3.38,2.55,5.5,4.46,117.28,1,0,0,0,0,32.18,1,0,0,0,0,48.09,1,34.64,1,0,0,28.88,1,0,0,96.55,1,2.99,23.32,25.2,91.91,25.25,86.2,20.72,83.3,20.62,74.11,28.18,27.28,0
24/08/16 03,3.82,0.7,5.04,3.83,3.18,5.36,4.21,115.3,1,0,0,0,0,31.95,1,0,0,0,0,47.36,1,36.23,1,0,0,0,0,0,0,102.48,1,2.99,24.45,25.61,92.68,25.66,87.94,27.21,86.96,27.21,59.79,28.62,27.72,0
24/08/16 04,3.56,1.07,5.18,4.52,3.92,5.07,2.98,113.96,1,0,0,0,0,0,0,0,0,0,0,0,0,36.04,1,0,0,0,0,0,0,77.45,1,2.99,25.22,30.13,76.75,30.13,70.59,27.93,88.02,27.93,59.28,32.46,31.56,0
24/08/16 05,3.51,1.89,5,3.94,3.66,5.14,3,114.19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.42,1,0,0,73.05,1,2.99,25.08,30.52,76.71,30.52,70.2,28.27,64.28,28.14,69.92,32.83,31.93,0
24/08/16 06,3.4,2.65,4.83,3.4,3.19,5.44,3.52,115.21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.96,1,0,0,66.59,1,2.99,24.5,30.71,74.27,30.71,63.91,27.84,63.72,27.72,71.14,32.98,32.08,0
24/08/16 07,3.18,3.08,4.53,3.22,2.7,5.5,4.53,116.43,1,0,0,0,0,0,0,0,0,0,0,50.04,1,0,0,0,0,30.5,1,0,0,78.15,1,2.99,23.8,28.52,72.09,28.48,85.73,27.32,61.99,27.21,75.59,31.04,30.14,0
24/08/16 08,3.01,3.4,4.14,3.46,2,5.29,3.81,116.19,1,0,0,0,0,0,0,0,0,0,0,49.58,1,0,0,0,0,0,0,0,0,77.66,1,2.99,23.94,28.84,74.57,28.8,86.95,30.01,61.81,30.01,57.94,31.35,30.45,0
24/08/16 09,2.82,3.68,3.89,3.89,1.58,4.92,2.23,119.49,1,0,0,0,0,0,0,0,0,0,0,50.06,1,34.76,1,0,0,30.74,1,0,0,59.8,1,2.99,22.04,28.58,70.09,28.54,85.76,18.7,81.08,18.58,66.26,31,30.1,0
24/08/16 10,2.39,3.77,3.46,4,2.03,5.02,2.06,119.24,1,0,0,0,0,0,0,0,0,0,0,50.17,1,34.88,1,0,0,30.51,1,0,0,59.67,1,2.99,22.18,28.67,70.54,28.62,85.64,18.84,81.01,18.73,67.06,31.09,30.19,0
24/08/16 11,2.01,3.86,3.05,4.04,2.41,5.19,2.24,118.72,1,0,0,0,0,0,0,0,0,0,0,49.6,1,34.62,1,0,0,30.57,1,0,0,60.74,1,2.99,22.49,28.79,71.19,28.75,86.86,19.18,81.81,19.07,67.22,31.21,30.31,0
24/08/16 12,1.67,3.72,3.34,4.36,2.86,5.37,2.4,119.47,1,0,0,0,0,36.24,1,0,0,0,0,48.75,1,34.46,1,0,0,30.4,1,0,0,62.58,1,2.99,22.06,27.7,87.63,27.78,87.51,18.77,81.66,18.66,67.37,30.56,29.66,0
24/08/16 13,1.35,3.77,3.79,3.76,3.26,5.5,2.62,119.09,1,0,0,0,0,35.11,1,0,0,0,0,0,0,34.57,1,0,0,30.46,1,0,0,55.88,1,2.99,22.27,28.92,90.83,29.02,58.32,18.9,81.61,18.8,67.3,31.34,30.44,0
24/08/16 14,1.05,3.74,4.31,2.7,3.59,5.5,2.48,120.25,1,0,0,0,0,35.13,1,0,0,0,0,49.72,1,34.17,1,0,0,30,1,0,0,58.45,1,2.99,21.6,27.59,89.46,27.66,85.55,18.39,81.78,18.28,68.28,30.42,29.52,0
24/08/16 15,0.95,3.61,4.79,3.03,3.96,5.5,2.65,97.76,1,97.78,1,0,0,34.51,1,0,0,0,0,50.27,1,34.46,1,0,0,29.83,1,0,0,76.14,1,2.97,34.18,27.94,90.87,28,84.82,19.78,82.68,19.68,70.23,30.86,29.96,0
24/08/16 16,1.03,3.54,5.3,3.1,3.51,5.5,3.23,98.33,1,98.35,1,0,0,34.86,1,0,0,0,0,49.71,1,0,0,0,0,31.4,1,0,0,75.63,1,2.97,33.87,27.87,90.21,27.93,85.84,25.93,63.31,25.82,71.18,30.78,29.88,0
24/08/16 17,1.09,3.76,4.93,3.42,2.89,5.5,3.64,97.68,1,97.7,1,0,0,0,0,0,0,0,0,50.05,1,0,0,0,0,31.13,1,0,0,72.73,1,2.97,34.22,29,73.79,28.96,86.19,26.24,62.51,26.12,72.39,31.48,30.58,0
24/08/16 18,1.19,4,4.6,3.7,2.23,5.5,4.2,97.2,1,97.22,1,0,0,0,0,0,0,0,0,50.28,1,0,0,0,0,31.49,1,0,0,73.12,1,2.97,34.48,29.24,72.46,29.2,85.99,26.42,61.84,26.31,71.36,31.73,30.83,0
24/08/16 19,1.31,4.24,4.23,3.87,1.58,5.5,4.47,97.65,1,97.67,1,0,0,0,0,0,0,0,0,50.13,1,0,0,0,0,31.73,1,0,0,70.22,1,2.97,34.24,29.39,71.55,29.35,86.43,26.28,60.21,26.17,70.37,31.86,30.96,0
24/08/16 20,1.28,4.44,3.83,4.1,1.64,5.5,4.37,98.46,1,98.48,1,0,0,0,0,0,0,0,0,50.63,1,35.62,1,0,0,30.05,1,0,0,65.15,1,2.97,33.8,29.43,70.96,29.39,85.48,19.26,80.15,19.15,69,31.88,30.98,0
24/08/16 21,1.17,4.58,3.43,4.02,1.88,5.5,4.26,98.32,1,98.34,1,0,0,0,0,0,0,0,0,50.73,1,35.47,1,0,0,30.51,1,0,0,64.32,1,2.97,33.87,29.56,66.34,29.51,85.41,19.2,80.34,19.09,67.43,32,31.1,0
24/08/16 22,1.09,4.72,2.89,3.92,2.14,5.5,3.76,98.62,1,98.64,1,0,0,37.79,1,0,0,0,0,50.32,1,35.35,1,0,0,30.22,1,0,0,66.25,1,2.97,33.71,28.69,86.21,28.77,85.48,19.13,80.5,19.02,68.32,31.61,30.71,0
24/08/16 23,0.99,4.5,3.3,3.92,2.39,5.5,3.62,98.32,1,98.34,1,0,0,36.57,1,0,0,0,0,50.44,1,35.11,1,0,0,30.13,1,0,0,68.39,1,2.97,33.87,28.57,87.91,28.65,85.12,19.3,81.08,19.2,68.78,31.49,30.59,0
25/08/16 00,0.92,4.3,3.75,3.81,2.71,5.5,3.62,98.07,1,98.09,1,0,0,35.7,1,0,0,0,0,50,1,34.89,1,0,0,29.63,1,0,0,70.17,1,2.97,34.01,28.48,89.37,28.55,85.89,19.56,81.72,19.46,70.64,31.39,30.49,0
25/08/16 01,0.88,4.14,4.24,3.97,3.09,5.5,4.02,98.14,1,98.15,1,0,0,35.84,1,0,0,0,0,47.47,1,34.83,1,0,0,28.11,1,0,0,70.61,1,2.97,33.97,28.41,89.05,28.49,90.58,19.9,82.15,19.81,75.62,31.29,30.39,0
25/08/16 02,0.89,4.21,4.7,4.21,3.51,5.42,4.44,96.78,1,96.79,1,0,0,34.45,1,0,0,0,0,0,0,35.9,1,0,0,0,0,0,0,68.56,1,2.98,34.7,29.9,92.92,30,66.2,25.85,86.19,25.85,59.61,32.37,31.47,0
25/08/16 03,1.09,4.58,5.27,3,3.87,5.12,3.11,95.49,1,95.51,1,0,0,33.13,1,0,0,0,0,48.76,1,0,0,0,0,0,0,0,0,81.67,1,2.98,35.39,29.02,94.22,29.08,88.86,29.88,64.72,29.88,59.02,31.93,31.03,0
25/08/16 04,1.37,4.85,5.1,3.8,3.45,5.06,2.69,95.54,1,95.55,1,0,0,0,0,0,0,0,0,47.99,1,0,0,0,0,31.96,1,0,0,73.73,1,2.98,35.37,30.2,75.81,30.17,91.31,27.15,64.7,27.03,70.45,32.68,31.78,0
25/08/16 05,1.59,5.23,4.86,4.31,3.14,5.4,3.42,94.36,1,94.37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.02,1,0,0,59.84,1,2.98,36,32.75,76.17,32.75,67.3,27.8,63.74,27.68,70.89,34.99,34.09,0
25/08/16 06,1.99,5.55,4.66,3.22,2.67,5.5,4.37,91.54,1,91.56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.08,1,0,0,0,0,2.98,37.49,30.55,74.7,30.55,65.22,29.49,63.21,29.38,75.83,40.8,31.74,0
25/08/16 07,2.46,5.12,4.39,3.38,2.18,5.35,4.13,89.93,1,89.95,1,0,0,0,0,0,0,0,0,49.26,1,0,0,0,0,0,0,0,0,0,0,2.98,38.34,28.19,73.69,28.15,86.92,33.44,61.62,33.44,57.39,42.26,29.56,0
25/08/16 08,2.98,4.6,4.08,3.84,1.5,4.96,2.37,94.14,1,94.15,1,0,0,0,0,0,0,0,0,49.44,1,35.59,1,0,0,31.33,1,0,0,0,0,2.98,36.12,27.66,69.33,27.62,86.05,21.3,82.24,21.18,66.77,39.21,29.03,0
25/08/16 09,3.12,4.08,3.61,4.08,2.01,5.09,2.27,92.77,1,92.79,1,0,0,0,0,0,0,0,0,49.41,1,36,1,0,0,31.52,1,0,0,0,0,2.98,36.84,27.13,69.49,27.09,85.58,21.86,82.09,21.75,66.68,40,28.51,0
25/08/16 10,3.33,3.55,3.17,4.18,2.41,5.19,2.13,92.76,1,92.78,1,0,0,0,0,0,0,0,0,49.58,1,35.99,1,0,0,31.31,1,0,0,0,0,2.98,36.85,26.6,70.24,26.56,84.7,22.01,82.25,21.9,67.55,40.07,27.97,0
25/08/16 11,3.52,2.82,3.25,3.97,2.78,5.38,2.33,91.27,1,91.29,1,0,0,34.61,1,0,0,0,0,47.57,1,35.63,1,0,0,31.41,1,0,0,0,0,2.98,37.63,22.73,85.5,22.8,84.7,22.91,83.79,22.79,68.13,40.96,24.49,0
25/08/16 12,3.78,1.95,3.64,4.1,3.32,5.5,2.73,92.68,1,92.7,1,0,0,34.49,1,0,0,0,0,47.33,1,35.8,1,0,0,30.82,1,0,0,0,0,2.98,36.89,21.9,84.86,21.97,84.29,22.43,83,22.32,69.65,40.25,23.66,0
25/08/16 13,3.95,1.09,3.98,4.14,3.69,5.5,3.02,93.02,1,93.04,1,0,0,33.98,1,0,0,0,0,47.13,1,35.66,1,0,0,29.94,1,0,0,0,0,2.98,36.71,21.12,84.95,21.18,83.87,22.61,83.43,22.5,72.69,40.13,22.86,0
25/08/16 14,3.98,0.58,4.34,4.1,3.84,5.5,3.83,95.55,1,95.57,1,0,0,34.81,1,0,0,0,0,49.15,1,0,0,0,0,32,1,0,0,110.03,1,2.98,35.36,25.53,87.95,25.59,84.57,28.6,63.17,28.48,71.75,28.66,27.76,0
25/08/16 15,3.88,0.84,4.77,3.96,3.14,5.5,4.19,95.6,1,95.61,1,0,0,34.19,1,0,0,0,0,48.72,1,0,0,0,0,31.76,1,0,0,108.17,1,2.98,35.34,25.78,89.25,25.84,85.63,28.57,62.38,28.45,72.54,28.89,27.99,0
25/08/16 16,3.79,1.11,5.23,4.17,2.43,5.5,4.63,95.6,1,95.62,1,0,0,33.55,1,0,0,0,0,48.66,1,0,0,0,0,31.77,1,0,0,106.53,1,2.98,35.34,26.02,90.56,26.08,85.97,28.52,61.66,28.4,72.49,29.1,28.2,0
25/08/16 17,3.81,1.56,5.11,4.43,1.71,5.28,3.74,94.9,1,94.92,1,0,0,0,0,0,0,0,0,49.6,1,0,0,0,0,0,0,0,0,98.46,1,2.98,35.71,28.11,73.28,28.07,86.18,31.5,61.43,31.5,56.99,30.75,29.85,0
25/08/16 18,3.82,2.23,4.75,3.73,1.87,5.06,2.56,95.39,1,95.41,1,0,0,0,0,0,0,0,0,0,0,36.03,1,0,0,31.02,1,0,0,74.68,1,2.98,35.45,31.02,72.78,31.02,63.32,21.56,81.74,21.45,68.1,33.33,32.43,0
25/08/16 19,3.67,2.83,4.39,3.12,2.24,5.29,2.86,96.13,1,96.15,1,0,0,0,0,0,0,0,0,50.77,1,35.88,1,0,0,31,1,0,0,87.65,1,2.98,35.05,28.66,72.06,28.62,84.43,21.18,81.62,21.06,67.79,31.24,30.34,0
25/08/16 20,3.49,3.21,4.01,2.99,2.57,5.48,3,96.84,1,96.86,1,0,0,0,0,0,0,0,0,50.97,1,35.74,1,0,0,31.06,1,0,0,83.15,1,2.98,34.67,28.81,68.06,28.77,84.19,20.72,81.4,20.61,67.1,31.37,30.47,0
25/08/16 21,3.29,3.54,3.5,2.8,2.84,5.5,2.94,97.03,1,97.05,1,0,0,0,0,0,0,0,0,51.02,1,35.81,1,0,0,30.85,1,0,0,80.36,1,2.98,34.57,29.02,69.07,28.97,84.28,20.58,81.14,20.47,67.7,31.55,30.65,0
